"PID","Attention_Check","Score","Item","Trait","Order"
256,"8",1,"the audio transcription AI","good-intentions","14"
257,"8",5,"the Artificial Moral Advisor","trust","18"
257,"8",5,"the Artificial Moral Advisor","reliable","10"
257,"8",5,"the Artificial Moral Advisor","good-intentions","12"
257,"8",7,"the smart watch","trust","13"
257,"8",7,"the smart watch","reliable","16"
257,"8",6,"the smart watch","good-intentions","15"
257,"8",6,"DALL-E","trust","5"
257,"8",6,"DALL-E","reliable","14"
257,"8",6,"DALL-E","good-intentions","3"
257,"8",7,"Amazon Alexa","trust","8"
257,"8",7,"Amazon Alexa","reliable","6"
257,"8",6,"Amazon Alexa","good-intentions","7"
257,"8",6,"the AI photo editing tool","trust","2"
257,"8",6,"the AI photo editing tool","reliable","11"
257,"8",4,"the AI photo editing tool","good-intentions","9"
257,"8",7,"ChatGPT","trust","4"
257,"8",7,"ChatGPT","reliable","17"
257,"8",6,"ChatGPT","good-intentions","1"
258,"8",4,"the audio transcription AI","trust","6"
258,"8",4,"the audio transcription AI","reliable","16"
258,"8",3,"the audio transcription AI","good-intentions","7"
258,"8",4,"Google's AI Overviews","trust","2"
258,"8",4,"Google's AI Overviews","reliable","17"
258,"8",3,"Google's AI Overviews","good-intentions","3"
258,"8",4,"the spam filter","trust","13"
258,"8",4,"the spam filter","reliable","12"
258,"8",4,"the spam filter","good-intentions","1"
258,"8",3,"the autonomous killer drone","trust","11"
258,"8",5,"the autonomous killer drone","reliable","15"
258,"8",3,"the autonomous killer drone","good-intentions","14"
258,"8",5,"ChatGPT","trust","18"
258,"8",4,"ChatGPT","reliable","10"
258,"8",4,"ChatGPT","good-intentions","9"
258,"8",3,"the self-driving car","trust","8"
258,"8",4,"the self-driving car","reliable","5"
258,"8",4,"the self-driving car","good-intentions","4"
259,"8",7,"the predictive policing algorithm","trust","8"
259,"8",7,"the predictive policing algorithm","reliable","18"
259,"8",1,"the predictive policing algorithm","good-intentions","6"
259,"8",7,"the predictive sentencing algorithm","trust","16"
259,"8",6,"the predictive sentencing algorithm","reliable","4"
259,"8",1,"the predictive sentencing algorithm","good-intentions","14"
259,"8",1,"the Instagram filter","trust","9"
259,"8",2,"the Instagram filter","reliable","7"
259,"8",1,"the Instagram filter","good-intentions","17"
259,"8",1,"DALL-E","trust","11"
259,"8",6,"DALL-E","reliable","10"
259,"8",1,"DALL-E","good-intentions","5"
259,"8",1,"the AI therapist","trust","15"
259,"8",7,"the AI therapist","reliable","2"
259,"8",5,"the AI therapist","good-intentions","3"
259,"8",6,"Google's AI Overviews","trust","12"
259,"8",7,"Google's AI Overviews","reliable","1"
259,"8",1,"Google's AI Overviews","good-intentions","13"
260,"8",6,"DALL-E","trust","5"
260,"8",3,"DALL-E","reliable","1"
260,"8",5,"DALL-E","good-intentions","10"
260,"8",6,"the Artificial Moral Advisor","trust","16"
260,"8",6,"the Artificial Moral Advisor","reliable","7"
260,"8",5,"the Artificial Moral Advisor","good-intentions","15"
260,"8",5,"the AI photo editing tool","trust","9"
260,"8",6,"the AI photo editing tool","reliable","17"
260,"8",5,"the AI photo editing tool","good-intentions","14"
260,"8",3,"the audio transcription AI","trust","3"
260,"8",6,"the audio transcription AI","reliable","11"
260,"8",5,"the audio transcription AI","good-intentions","18"
260,"8",7,"the self-driving car","trust","12"
260,"8",5,"the self-driving car","reliable","2"
260,"8",6,"the self-driving car","good-intentions","4"
260,"8",5,"the spam filter","trust","13"
260,"8",5,"the spam filter","reliable","8"
260,"8",3,"the spam filter","good-intentions","6"
261,"8",5,"the factory robot","trust","6"
261,"8",7,"the factory robot","reliable","15"
261,"8",2,"the factory robot","good-intentions","18"
261,"8",4,"the autonomous killer drone","trust","9"
261,"8",5,"the autonomous killer drone","reliable","16"
261,"8",1,"the autonomous killer drone","good-intentions","13"
261,"8",5,"the AI therapist","trust","12"
261,"8",7,"the AI therapist","reliable","1"
261,"8",2,"the AI therapist","good-intentions","11"
261,"8",6,"the spam filter","trust","14"
261,"8",7,"the spam filter","reliable","10"
261,"8",1,"the spam filter","good-intentions","2"
261,"8",6,"Google's AI Overviews","trust","8"
261,"8",6,"Google's AI Overviews","reliable","5"
261,"8",2,"Google's AI Overviews","good-intentions","7"
261,"8",6,"ChatGPT","trust","3"
261,"8",7,"ChatGPT","reliable","4"
261,"8",2,"ChatGPT","good-intentions","17"
262,"8",7,"the robot vacuum","trust","2"
262,"8",7,"the robot vacuum","reliable","8"
262,"8",6,"the robot vacuum","good-intentions","4"
262,"8",6,"Google's AI Overviews","trust","13"
262,"8",6,"Google's AI Overviews","reliable","12"
262,"8",2,"Google's AI Overviews","good-intentions","18"
262,"8",6,"the autonomous killer drone","trust","10"
262,"8",7,"the autonomous killer drone","reliable","14"
262,"8",2,"the autonomous killer drone","good-intentions","3"
262,"8",7,"ChatGPT","trust","1"
262,"8",6,"ChatGPT","reliable","17"
262,"8",3,"ChatGPT","good-intentions","5"
262,"8",6,"the smart watch","trust","15"
262,"8",7,"the smart watch","reliable","9"
262,"8",2,"the smart watch","good-intentions","7"
262,"8",5,"the spam filter","trust","6"
262,"8",7,"the spam filter","reliable","11"
262,"8",3,"the spam filter","good-intentions","16"
263,"8",7,"the AI therapist","trust","1"
263,"8",7,"the AI therapist","reliable","12"
263,"8",1,"the AI therapist","good-intentions","11"
263,"8",7,"the robot vacuum","trust","4"
263,"8",7,"the robot vacuum","reliable","5"
263,"8",3,"the robot vacuum","good-intentions","2"
263,"8",5,"Microsoft Copilot","trust","13"
263,"8",4,"Microsoft Copilot","reliable","3"
263,"8",1,"Microsoft Copilot","good-intentions","8"
263,"8",3,"the predictive sentencing algorithm","trust","14"
263,"8",2,"the predictive sentencing algorithm","reliable","7"
263,"8",1,"the predictive sentencing algorithm","good-intentions","18"
263,"8",3,"Amazon Alexa","trust","16"
263,"8",7,"Amazon Alexa","reliable","6"
263,"8",1,"Amazon Alexa","good-intentions","10"
263,"8",1,"the Instagram filter","trust","17"
263,"8",2,"the Instagram filter","reliable","9"
263,"8",1,"the Instagram filter","good-intentions","15"
264,"8",2,"the Instagram filter","trust","3"
264,"8",4,"the Instagram filter","reliable","9"
264,"8",2,"the Instagram filter","good-intentions","1"
264,"8",7,"the predictive policing algorithm","trust","18"
264,"8",7,"the predictive policing algorithm","reliable","10"
264,"8",7,"the predictive policing algorithm","good-intentions","17"
264,"8",7,"the factory robot","trust","7"
264,"8",7,"the factory robot","reliable","5"
264,"8",6,"the factory robot","good-intentions","14"
264,"8",3,"the robot vacuum","trust","8"
264,"8",7,"the robot vacuum","reliable","12"
264,"8",2,"the robot vacuum","good-intentions","13"
264,"8",7,"the autonomous killer drone","trust","16"
264,"8",7,"the autonomous killer drone","reliable","6"
264,"8",5,"the autonomous killer drone","good-intentions","15"
264,"8",7,"the AI photo editing tool","trust","4"
264,"8",7,"the AI photo editing tool","reliable","2"
264,"8",6,"the AI photo editing tool","good-intentions","11"
265,"8",4,"the self-driving car","trust","9"
265,"8",5,"the self-driving car","reliable","15"
265,"8",2,"the self-driving car","good-intentions","7"
265,"8",6,"Apple’s Siri","trust","18"
265,"8",6,"Apple’s Siri","reliable","10"
265,"8",6,"Apple’s Siri","good-intentions","13"
265,"8",6,"ChatGPT","trust","16"
265,"8",6,"ChatGPT","reliable","6"
265,"8",6,"ChatGPT","good-intentions","2"
265,"8",4,"the autonomous killer drone","trust","14"
265,"8",3,"the autonomous killer drone","reliable","11"
265,"8",4,"the autonomous killer drone","good-intentions","17"
265,"8",6,"Microsoft Copilot","trust","5"
265,"8",6,"Microsoft Copilot","reliable","3"
265,"8",4,"Microsoft Copilot","good-intentions","1"
265,"8",5,"Google's AI Overviews","trust","12"
265,"8",5,"Google's AI Overviews","reliable","8"
265,"8",6,"Google's AI Overviews","good-intentions","4"
266,"8",5,"ChatGPT","trust","7"
266,"8",6,"ChatGPT","reliable","15"
266,"8",1,"ChatGPT","good-intentions","10"
266,"8",3,"the smart watch","trust","13"
266,"8",3,"the smart watch","reliable","6"
266,"8",1,"the smart watch","good-intentions","8"
266,"8",7,"the AI therapist","trust","1"
266,"8",5,"the AI therapist","reliable","3"
266,"8",5,"the AI therapist","good-intentions","4"
266,"8",6,"Google's AI Overviews","trust","17"
266,"8",3,"Google's AI Overviews","reliable","9"
266,"8",2,"Google's AI Overviews","good-intentions","16"
266,"8",2,"the AI photo editing tool","trust","14"
266,"8",2,"the AI photo editing tool","reliable","2"
266,"8",1,"the AI photo editing tool","good-intentions","18"
266,"8",4,"the robot vacuum","trust","5"
266,"8",4,"the robot vacuum","reliable","11"
266,"8",1,"the robot vacuum","good-intentions","12"
267,"8",7,"DALL-E","trust","16"
267,"8",7,"DALL-E","reliable","13"
267,"8",4,"DALL-E","good-intentions","2"
267,"8",7,"the smart watch","trust","17"
267,"8",7,"the smart watch","reliable","8"
267,"8",5,"the smart watch","good-intentions","15"
267,"8",7,"Google's AI Overviews","trust","7"
267,"8",2,"Google's AI Overviews","reliable","6"
267,"8",2,"Google's AI Overviews","good-intentions","14"
267,"8",6,"the autonomous killer drone","trust","1"
267,"8",7,"the autonomous killer drone","reliable","18"
267,"8",4,"the autonomous killer drone","good-intentions","5"
267,"8",7,"the predictive sentencing algorithm","trust","11"
267,"8",7,"the predictive sentencing algorithm","reliable","9"
267,"8",4,"the predictive sentencing algorithm","good-intentions","10"
267,"8",6,"the AI therapist","trust","3"
267,"8",7,"the AI therapist","reliable","4"
267,"8",5,"the AI therapist","good-intentions","12"
268,"8",6,"the robot vacuum","trust","13"
268,"8",7,"the robot vacuum","reliable","2"
268,"8",5,"the robot vacuum","good-intentions","11"
268,"8",6,"Google's AI Overviews","trust","3"
268,"8",5,"Google's AI Overviews","reliable","6"
268,"8",5,"Google's AI Overviews","good-intentions","4"
268,"8",4,"the Instagram filter","trust","18"
268,"8",5,"the Instagram filter","reliable","1"
268,"8",4,"the Instagram filter","good-intentions","5"
268,"8",4,"the Artificial Moral Advisor","trust","14"
268,"8",5,"the Artificial Moral Advisor","reliable","15"
268,"8",4,"the Artificial Moral Advisor","good-intentions","9"
268,"8",5,"Apple’s Siri","trust","7"
268,"8",5,"Apple’s Siri","reliable","17"
268,"8",6,"Apple’s Siri","good-intentions","10"
268,"8",3,"DALL-E","trust","16"
268,"8",5,"DALL-E","reliable","12"
268,"8",4,"DALL-E","good-intentions","8"
269,"8",6,"the Instagram filter","trust","1"
269,"8",5,"the Instagram filter","reliable","4"
269,"8",5,"the Instagram filter","good-intentions","2"
269,"8",5,"the factory robot","trust","11"
269,"8",5,"the factory robot","reliable","10"
269,"8",3,"the factory robot","good-intentions","6"
269,"8",3,"the predictive policing algorithm","trust","5"
269,"8",3,"the predictive policing algorithm","reliable","13"
269,"8",6,"the predictive policing algorithm","good-intentions","3"
269,"8",5,"the self-driving car","trust","12"
269,"8",4,"the self-driving car","reliable","9"
269,"8",2,"the self-driving car","good-intentions","16"
269,"8",3,"the spam filter","trust","7"
269,"8",4,"the spam filter","reliable","8"
269,"8",5,"the spam filter","good-intentions","14"
269,"8",4,"the AI therapist","trust","15"
269,"8",1,"the AI therapist","reliable","18"
269,"8",1,"the AI therapist","good-intentions","17"
270,"2",6,"the robot vacuum","trust","6"
270,"2",6,"the robot vacuum","reliable","14"
270,"2",3,"the robot vacuum","good-intentions","10"
270,"2",6,"the self-driving car","trust","7"
270,"2",6,"the self-driving car","reliable","2"
270,"2",3,"the self-driving car","good-intentions","12"
270,"2",6,"the Artificial Moral Advisor","trust","18"
270,"2",6,"the Artificial Moral Advisor","reliable","15"
270,"2",6,"the Artificial Moral Advisor","good-intentions","4"
270,"2",6,"the spam filter","trust","11"
270,"2",7,"the spam filter","reliable","5"
270,"2",3,"the spam filter","good-intentions","17"
270,"2",6,"ChatGPT","trust","8"
270,"2",6,"ChatGPT","reliable","16"
270,"2",5,"ChatGPT","good-intentions","1"
270,"2",6,"Apple’s Siri","trust","9"
270,"2",6,"Apple’s Siri","reliable","3"
270,"2",5,"Apple’s Siri","good-intentions","13"
271,"8",2,"the AI photo editing tool","trust","15"
271,"8",7,"the AI photo editing tool","reliable","14"
271,"8",1,"the AI photo editing tool","good-intentions","9"
271,"8",2,"the audio transcription AI","trust","11"
271,"8",7,"the audio transcription AI","reliable","7"
271,"8",1,"the audio transcription AI","good-intentions","17"
271,"8",1,"Google's AI Overviews","trust","16"
271,"8",6,"Google's AI Overviews","reliable","18"
271,"8",1,"Google's AI Overviews","good-intentions","3"
271,"8",2,"the robot vacuum","trust","10"
271,"8",7,"the robot vacuum","reliable","2"
271,"8",1,"the robot vacuum","good-intentions","12"
271,"8",6,"the spam filter","trust","8"
271,"8",7,"the spam filter","reliable","5"
271,"8",1,"the spam filter","good-intentions","4"
271,"8",2,"the smart watch","trust","13"
271,"8",7,"the smart watch","reliable","1"
271,"8",1,"the smart watch","good-intentions","6"
272,"8",6,"the Artificial Moral Advisor","trust","18"
272,"8",6,"the Artificial Moral Advisor","reliable","13"
272,"8",1,"the Artificial Moral Advisor","good-intentions","9"
272,"8",5,"the Instagram filter","trust","4"
272,"8",5,"the Instagram filter","reliable","1"
272,"8",1,"the Instagram filter","good-intentions","15"
272,"8",7,"the AI photo editing tool","trust","5"
272,"8",6,"the AI photo editing tool","reliable","12"
272,"8",1,"the AI photo editing tool","good-intentions","10"
272,"8",6,"Google's AI Overviews","trust","3"
272,"8",6,"Google's AI Overviews","reliable","8"
272,"8",1,"Google's AI Overviews","good-intentions","17"
272,"8",6,"the factory robot","trust","6"
272,"8",7,"the factory robot","reliable","2"
272,"8",1,"the factory robot","good-intentions","7"
272,"8",6,"Microsoft Copilot","trust","16"
272,"8",7,"Microsoft Copilot","reliable","14"
272,"8",3,"Microsoft Copilot","good-intentions","11"
273,"8",7,"Amazon Alexa","trust","12"
273,"8",7,"Amazon Alexa","reliable","9"
273,"8",7,"Amazon Alexa","good-intentions","1"
273,"8",6,"the robot vacuum","trust","3"
273,"8",7,"the robot vacuum","reliable","4"
273,"8",4,"the robot vacuum","good-intentions","17"
273,"8",4,"Microsoft Copilot","trust","8"
273,"8",6,"Microsoft Copilot","reliable","7"
273,"8",3,"Microsoft Copilot","good-intentions","5"
273,"8",7,"the predictive sentencing algorithm","trust","10"
273,"8",7,"the predictive sentencing algorithm","reliable","18"
273,"8",6,"the predictive sentencing algorithm","good-intentions","16"
273,"8",6,"the spam filter","trust","6"
273,"8",6,"the spam filter","reliable","14"
273,"8",5,"the spam filter","good-intentions","11"
273,"8",7,"Apple’s Siri","trust","2"
273,"8",7,"Apple’s Siri","reliable","15"
273,"8",5,"Apple’s Siri","good-intentions","13"
274,"8",6,"the spam filter","trust","17"
274,"8",6,"the spam filter","reliable","18"
274,"8",6,"the spam filter","good-intentions","13"
274,"8",5,"the audio transcription AI","trust","16"
274,"8",6,"the audio transcription AI","reliable","3"
274,"8",7,"the audio transcription AI","good-intentions","1"
274,"8",7,"the predictive sentencing algorithm","trust","2"
274,"8",5,"the predictive sentencing algorithm","reliable","11"
274,"8",6,"the predictive sentencing algorithm","good-intentions","12"
274,"8",5,"the self-driving car","trust","5"
274,"8",5,"the self-driving car","reliable","8"
274,"8",5,"the self-driving car","good-intentions","7"
274,"8",6,"Apple’s Siri","trust","14"
274,"8",6,"Apple’s Siri","reliable","4"
274,"8",6,"Apple’s Siri","good-intentions","10"
274,"8",6,"the AI photo editing tool","trust","15"
274,"8",6,"the AI photo editing tool","reliable","9"
274,"8",5,"the AI photo editing tool","good-intentions","6"
275,"8",5,"the Instagram filter","trust","10"
275,"8",1,"the Instagram filter","reliable","4"
275,"8",1,"the Instagram filter","good-intentions","2"
275,"8",7,"the predictive sentencing algorithm","trust","15"
275,"8",5,"the predictive sentencing algorithm","reliable","12"
275,"8",1,"the predictive sentencing algorithm","good-intentions","5"
275,"8",6,"Google's AI Overviews","trust","13"
275,"8",5,"Google's AI Overviews","reliable","11"
275,"8",1,"Google's AI Overviews","good-intentions","18"
275,"8",7,"the self-driving car","trust","17"
275,"8",7,"the self-driving car","reliable","1"
275,"8",1,"the self-driving car","good-intentions","7"
275,"8",4,"DALL-E","trust","8"
275,"8",7,"DALL-E","reliable","16"
275,"8",1,"DALL-E","good-intentions","14"
275,"8",1,"the audio transcription AI","trust","6"
275,"8",4,"the audio transcription AI","reliable","9"
275,"8",1,"the audio transcription AI","good-intentions","3"
276,"8",1,"the autonomous killer drone","trust","3"
276,"8",4,"the autonomous killer drone","reliable","11"
276,"8",1,"the autonomous killer drone","good-intentions","2"
276,"8",7,"the AI therapist","trust","10"
276,"8",5,"the AI therapist","reliable","5"
276,"8",3,"the AI therapist","good-intentions","4"
276,"8",6,"ChatGPT","trust","7"
276,"8",5,"ChatGPT","reliable","8"
276,"8",6,"ChatGPT","good-intentions","13"
276,"8",6,"the smart watch","trust","17"
276,"8",6,"the smart watch","reliable","12"
276,"8",5,"the smart watch","good-intentions","18"
276,"8",6,"DALL-E","trust","15"
276,"8",6,"DALL-E","reliable","1"
276,"8",4,"DALL-E","good-intentions","9"
276,"8",6,"the audio transcription AI","trust","16"
276,"8",6,"the audio transcription AI","reliable","14"
276,"8",4,"the audio transcription AI","good-intentions","6"
277,"8",7,"the Artificial Moral Advisor","trust","15"
277,"8",7,"the Artificial Moral Advisor","reliable","3"
277,"8",7,"the Artificial Moral Advisor","good-intentions","1"
277,"8",7,"the predictive sentencing algorithm","trust","14"
277,"8",7,"the predictive sentencing algorithm","reliable","12"
277,"8",7,"the predictive sentencing algorithm","good-intentions","2"
277,"8",7,"Amazon Alexa","trust","6"
277,"8",7,"Amazon Alexa","reliable","7"
277,"8",2,"Amazon Alexa","good-intentions","17"
277,"8",7,"the robot vacuum","trust","18"
277,"8",7,"the robot vacuum","reliable","13"
277,"8",4,"the robot vacuum","good-intentions","10"
277,"8",7,"the spam filter","trust","5"
277,"8",7,"the spam filter","reliable","4"
277,"8",3,"the spam filter","good-intentions","11"
277,"8",7,"the AI photo editing tool","trust","8"
277,"8",7,"the AI photo editing tool","reliable","16"
277,"8",2,"the AI photo editing tool","good-intentions","9"
278,"8",5,"the autonomous killer drone","trust","15"
278,"8",7,"the autonomous killer drone","reliable","11"
278,"8",1,"the autonomous killer drone","good-intentions","6"
278,"8",7,"Amazon Alexa","trust","18"
278,"8",7,"Amazon Alexa","reliable","16"
278,"8",6,"Amazon Alexa","good-intentions","12"
278,"8",7,"the AI therapist","trust","3"
278,"8",7,"the AI therapist","reliable","10"
278,"8",7,"the AI therapist","good-intentions","14"
278,"8",7,"DALL-E","trust","2"
278,"8",7,"DALL-E","reliable","1"
278,"8",6,"DALL-E","good-intentions","5"
278,"8",7,"Apple’s Siri","trust","13"
278,"8",7,"Apple’s Siri","reliable","4"
278,"8",6,"Apple’s Siri","good-intentions","9"
278,"8",7,"the smart watch","trust","8"
278,"8",7,"the smart watch","reliable","7"
278,"8",5,"the smart watch","good-intentions","17"
279,"8",7,"Microsoft Copilot","trust","8"
279,"8",7,"Microsoft Copilot","reliable","10"
279,"8",6,"Microsoft Copilot","good-intentions","14"
279,"8",7,"the AI photo editing tool","trust","1"
279,"8",7,"the AI photo editing tool","reliable","6"
279,"8",6,"the AI photo editing tool","good-intentions","2"
279,"8",7,"the predictive policing algorithm","trust","13"
279,"8",7,"the predictive policing algorithm","reliable","9"
279,"8",7,"the predictive policing algorithm","good-intentions","15"
279,"8",7,"Google's AI Overviews","trust","7"
279,"8",7,"Google's AI Overviews","reliable","12"
279,"8",6,"Google's AI Overviews","good-intentions","4"
279,"8",7,"ChatGPT","trust","11"
279,"8",7,"ChatGPT","reliable","3"
279,"8",7,"ChatGPT","good-intentions","17"
279,"8",7,"DALL-E","trust","5"
279,"8",7,"DALL-E","reliable","16"
279,"8",5,"DALL-E","good-intentions","18"
280,"8",7,"the self-driving car","trust","12"
280,"8",7,"the self-driving car","reliable","17"
280,"8",7,"the self-driving car","good-intentions","7"
280,"8",5,"the audio transcription AI","trust","3"
280,"8",7,"the audio transcription AI","reliable","16"
280,"8",5,"the audio transcription AI","good-intentions","9"
280,"8",1,"the autonomous killer drone","trust","10"
280,"8",6,"the autonomous killer drone","reliable","13"
280,"8",1,"the autonomous killer drone","good-intentions","6"
280,"8",1,"the AI photo editing tool","trust","14"
280,"8",5,"the AI photo editing tool","reliable","5"
280,"8",5,"the AI photo editing tool","good-intentions","8"
280,"8",7,"Amazon Alexa","trust","2"
280,"8",7,"Amazon Alexa","reliable","18"
280,"8",7,"Amazon Alexa","good-intentions","15"
280,"8",7,"Apple’s Siri","trust","4"
280,"8",7,"Apple’s Siri","reliable","11"
280,"8",7,"Apple’s Siri","good-intentions","1"
281,"8",6,"the autonomous killer drone","trust","13"
281,"8",7,"the autonomous killer drone","reliable","5"
281,"8",2,"the autonomous killer drone","good-intentions","18"
281,"8",6,"the Artificial Moral Advisor","trust","3"
281,"8",5,"the Artificial Moral Advisor","reliable","14"
281,"8",7,"the Artificial Moral Advisor","good-intentions","2"
281,"8",5,"the factory robot","trust","7"
281,"8",7,"the factory robot","reliable","6"
281,"8",5,"the factory robot","good-intentions","1"
281,"8",6,"the predictive sentencing algorithm","trust","4"
281,"8",3,"the predictive sentencing algorithm","reliable","12"
281,"8",3,"the predictive sentencing algorithm","good-intentions","10"
281,"8",6,"the smart watch","trust","8"
281,"8",6,"the smart watch","reliable","9"
281,"8",2,"the smart watch","good-intentions","16"
281,"8",6,"Microsoft Copilot","trust","15"
281,"8",7,"Microsoft Copilot","reliable","11"
281,"8",4,"Microsoft Copilot","good-intentions","17"
282,"8",7,"the self-driving car","trust","11"
282,"8",7,"the self-driving car","reliable","10"
282,"8",1,"the self-driving car","good-intentions","3"
282,"8",6,"the predictive policing algorithm","trust","17"
282,"8",4,"the predictive policing algorithm","reliable","18"
282,"8",1,"the predictive policing algorithm","good-intentions","13"
282,"8",7,"the AI therapist","trust","16"
282,"8",7,"the AI therapist","reliable","4"
282,"8",7,"the AI therapist","good-intentions","15"
282,"8",7,"the robot vacuum","trust","6"
282,"8",7,"the robot vacuum","reliable","2"
282,"8",1,"the robot vacuum","good-intentions","14"
282,"8",7,"the AI photo editing tool","trust","8"
282,"8",7,"the AI photo editing tool","reliable","9"
282,"8",1,"the AI photo editing tool","good-intentions","1"
282,"8",7,"DALL-E","trust","7"
282,"8",7,"DALL-E","reliable","12"
282,"8",1,"DALL-E","good-intentions","5"
283,"8",7,"the self-driving car","trust","8"
283,"8",6,"the self-driving car","reliable","15"
283,"8",6,"the self-driving car","good-intentions","6"
283,"8",6,"the predictive policing algorithm","trust","7"
283,"8",6,"the predictive policing algorithm","reliable","4"
283,"8",7,"the predictive policing algorithm","good-intentions","3"
283,"8",7,"the AI photo editing tool","trust","1"
283,"8",6,"the AI photo editing tool","reliable","18"
283,"8",6,"the AI photo editing tool","good-intentions","14"
283,"8",7,"Amazon Alexa","trust","10"
283,"8",6,"Amazon Alexa","reliable","9"
283,"8",6,"Amazon Alexa","good-intentions","17"
283,"8",5,"the predictive sentencing algorithm","trust","11"
283,"8",5,"the predictive sentencing algorithm","reliable","13"
283,"8",5,"the predictive sentencing algorithm","good-intentions","12"
283,"8",7,"the smart watch","trust","16"
283,"8",7,"the smart watch","reliable","2"
283,"8",7,"the smart watch","good-intentions","5"
284,"8",3,"the factory robot","trust","13"
284,"8",7,"the factory robot","reliable","3"
284,"8",1,"the factory robot","good-intentions","15"
284,"8",6,"Apple’s Siri","trust","1"
284,"8",7,"Apple’s Siri","reliable","16"
284,"8",1,"Apple’s Siri","good-intentions","14"
284,"8",7,"the AI photo editing tool","trust","8"
284,"8",7,"the AI photo editing tool","reliable","2"
284,"8",1,"the AI photo editing tool","good-intentions","9"
284,"8",7,"the Instagram filter","trust","17"
284,"8",6,"the Instagram filter","reliable","5"
284,"8",1,"the Instagram filter","good-intentions","10"
284,"8",7,"the predictive policing algorithm","trust","6"
284,"8",7,"the predictive policing algorithm","reliable","11"
284,"8",2,"the predictive policing algorithm","good-intentions","4"
284,"8",7,"Microsoft Copilot","trust","7"
284,"8",7,"Microsoft Copilot","reliable","12"
284,"8",1,"Microsoft Copilot","good-intentions","18"
285,"8",6,"the self-driving car","trust","10"
285,"8",6,"the self-driving car","reliable","11"
285,"8",4,"the self-driving car","good-intentions","4"
285,"8",6,"Google's AI Overviews","trust","18"
285,"8",5,"Google's AI Overviews","reliable","1"
285,"8",5,"Google's AI Overviews","good-intentions","5"
285,"8",7,"the AI photo editing tool","trust","16"
285,"8",7,"the AI photo editing tool","reliable","8"
285,"8",3,"the AI photo editing tool","good-intentions","6"
285,"8",6,"the autonomous killer drone","trust","9"
285,"8",7,"the autonomous killer drone","reliable","3"
285,"8",4,"the autonomous killer drone","good-intentions","15"
285,"8",7,"Apple’s Siri","trust","7"
285,"8",7,"Apple’s Siri","reliable","17"
285,"8",4,"Apple’s Siri","good-intentions","14"
285,"8",7,"the predictive sentencing algorithm","trust","13"
285,"8",7,"the predictive sentencing algorithm","reliable","2"
285,"8",4,"the predictive sentencing algorithm","good-intentions","12"
286,"8",7,"the factory robot","trust","10"
286,"8",7,"the factory robot","reliable","12"
286,"8",5,"the factory robot","good-intentions","16"
286,"8",7,"the Artificial Moral Advisor","trust","17"
286,"8",7,"the Artificial Moral Advisor","reliable","11"
286,"8",5,"the Artificial Moral Advisor","good-intentions","13"
286,"8",7,"Microsoft Copilot","trust","8"
286,"8",6,"Microsoft Copilot","reliable","4"
286,"8",2,"Microsoft Copilot","good-intentions","6"
286,"8",7,"DALL-E","trust","14"
286,"8",2,"DALL-E","reliable","7"
286,"8",5,"DALL-E","good-intentions","15"
286,"8",7,"the predictive policing algorithm","trust","18"
286,"8",7,"the predictive policing algorithm","reliable","1"
286,"8",7,"the predictive policing algorithm","good-intentions","2"
286,"8",2,"Google's AI Overviews","trust","3"
286,"8",2,"Google's AI Overviews","reliable","9"
286,"8",2,"Google's AI Overviews","good-intentions","5"
287,"8",7,"the robot vacuum","trust","14"
287,"8",7,"the robot vacuum","reliable","10"
287,"8",5,"the robot vacuum","good-intentions","2"
287,"8",7,"ChatGPT","trust","3"
287,"8",7,"ChatGPT","reliable","5"
287,"8",4,"ChatGPT","good-intentions","11"
287,"8",7,"the smart watch","trust","12"
287,"8",7,"the smart watch","reliable","13"
287,"8",2,"the smart watch","good-intentions","7"
287,"8",7,"the factory robot","trust","15"
287,"8",7,"the factory robot","reliable","16"
287,"8",5,"the factory robot","good-intentions","8"
287,"8",7,"the self-driving car","trust","4"
287,"8",7,"the self-driving car","reliable","6"
287,"8",5,"the self-driving car","good-intentions","9"
287,"8",7,"the spam filter","trust","17"
287,"8",7,"the spam filter","reliable","18"
287,"8",6,"the spam filter","good-intentions","1"
288,"8",5,"the AI therapist","trust","16"
288,"8",4,"the AI therapist","reliable","10"
288,"8",3,"the AI therapist","good-intentions","4"
288,"8",5,"Google's AI Overviews","trust","15"
288,"8",4,"Google's AI Overviews","reliable","12"
288,"8",3,"Google's AI Overviews","good-intentions","13"
288,"8",4,"the self-driving car","trust","7"
288,"8",4,"the self-driving car","reliable","14"
288,"8",3,"the self-driving car","good-intentions","11"
288,"8",5,"the audio transcription AI","trust","6"
288,"8",6,"the audio transcription AI","reliable","2"
288,"8",3,"the audio transcription AI","good-intentions","17"
288,"8",3,"the robot vacuum","trust","18"
288,"8",6,"the robot vacuum","reliable","1"
288,"8",2,"the robot vacuum","good-intentions","9"
288,"8",4,"Apple’s Siri","trust","5"
288,"8",4,"Apple’s Siri","reliable","8"
288,"8",4,"Apple’s Siri","good-intentions","3"
289,"8",6,"the factory robot","trust","17"
289,"8",6,"the factory robot","reliable","4"
289,"8",5,"the factory robot","good-intentions","15"
289,"8",7,"DALL-E","trust","1"
289,"8",7,"DALL-E","reliable","2"
289,"8",7,"DALL-E","good-intentions","5"
